id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
17586|KF156|36.16|94.75|271.0|1.4|285|SKS|6.0|6.0|0.4|0.4|Individual splitting measurement
17587|KF156|36.16|94.75|88.0|0.95|285|SKS|9.0|9.0|0.35|0.35|Individual splitting measurement
17588|KF156|36.16|94.75|81.0|0.65|285|SKS|15.0|15.0|0.25|0.25|Individual splitting measurement
17589|KF156|36.16|94.75|272.0|2.1|285|SKS|2.0|2.0|0.4|0.4|Individual splitting measurement
17590|KF161|36.22|94.73|87.0|1.2|285|SKS|23.0|23.0|0.7|0.7|Individual splitting measurement
17591|KF161|36.22|94.73|84.0|1.15|285|SKS|5.0|5.0|0.15|0.15|Individual splitting measurement
17592|KF161|36.22|94.73|87.0|1.3|285|SKS|3.0|3.0|0.15|0.15|Individual splitting measurement
17593|KF161|36.22|94.73|82.0|0.85|285|SKS|13.0|13.0|0.2|0.2|Individual splitting measurement
17594|KF161|36.22|94.73|82.0|1.65|285|SKS|9.0|9.0|0.45|0.45|Individual splitting measurement
17595|KF161|36.22|94.73|89.0|1.15|285|SKS|3.0|3.0|0.15|0.15|Individual splitting measurement
17596|KF161|36.22|94.73|296.0|1.0|285|SKS|30.0|30.0|0.9|0.9|Individual splitting measurement
17597|KF161|36.22|94.73|271.0|0.85|285|SKS|13.0|13.0|0.2|0.2|Individual splitting measurement
17598|KF161|36.22|94.73|90.0|1.25|285|SKS|2.0|2.0|0.1|0.1|Individual splitting measurement
17599|KF161|36.22|94.73|83.0|1.05|285|SKS|8.0|8.0|0.25|0.25|Individual splitting measurement
17600|KF161|36.22|94.73|273.0|1.15|285|SKS|19.0|19.0|0.45|0.45|Individual splitting measurement
17601|KF161|36.22|94.73|271.0|1.3|285|SKS|3.0|3.0|0.15|0.15|Individual splitting measurement
17602|KF161|36.22|94.73|283.0|1.4|285|SKS|15.0|15.0|0.7|0.7|Individual splitting measurement
17603|KF161|36.22|94.73|87.0|1.15|285|SKS|3.0|3.0|0.1|0.1|Individual splitting measurement
17604|KF161|36.22|94.73|88.0|1.1|285|SKS|11.0|11.0|0.4|0.4|Individual splitting measurement
17605|KF161|36.22|94.73|85.0|1.2|285|SKS|12.0|12.0|0.2|0.2|Individual splitting measurement
17606|KF161|36.22|94.73|89.0|1.15|285|SKS|15.0|15.0|0.5|0.5|Individual splitting measurement
17607|KF161|36.22|94.73|274.0|1.35|285|SKS|10.0|10.0|0.55|0.55|Individual splitting measurement
17608|KF161|36.22|94.73|281.0|0.95|285|SKS|13.0|13.0|0.25|0.25|Individual splitting measurement
17609|KF161|36.22|94.73|85.0|1.3|285|SKS|6.0|6.0|0.35|0.35|Individual splitting measurement
17610|KF161|36.22|94.73|88.0|1.2|285|SKS|5.0|5.0|0.2|0.2|Individual splitting measurement
17611|KF161|36.22|94.73|87.0|1.1|285|SKS|4.0|4.0|0.2|0.2|Individual splitting measurement
17612|KF161|36.22|94.73|272.0|2.4|285|SKS|3.0|3.0|0.55|0.55|Individual splitting measurement
17613|KF176|36.37|94.81|79.0|0.7|285|SKS|22.0|22.0|0.25|0.25|Individual splitting measurement
17614|KF176|36.37|94.81|79.0|0.85|285|SKS|15.0|15.0|0.35|0.35|Individual splitting measurement
17615|KF176|36.37|94.81|78.0|1.05|285|SKS|19.0|19.0|0.35|0.35|Individual splitting measurement
17616|KF176|36.37|94.81|84.0|1.0|285|SKS|16.0|16.0|0.4|0.4|Individual splitting measurement
17617|KF176|36.37|94.81|82.0|0.85|285|SKS|12.0|12.0|0.25|0.25|Individual splitting measurement
17618|KF176|36.37|94.81|63.0|2.05|285|SKS|11.0|11.0|0.85|0.85|Individual splitting measurement
17619|KF176|36.37|94.81|78.0|1.15|285|SKS|22.0|22.0|0.6|0.6|Individual splitting measurement
17620|KF176|36.37|94.81|84.0|0.85|285|SKS|8.0|8.0|0.2|0.2|Individual splitting measurement
17621|KF176|36.37|94.81|45.0|0.95|285|SKS|25.0|25.0|0.7|0.7|Individual splitting measurement
17622|KF176|36.37|94.81|87.0|1.0|285|SKS|7.0|7.0|0.2|0.2|Individual splitting measurement
17623|KF176|36.37|94.81|64.0|0.95|285|SKS|13.0|13.0|0.25|0.25|Individual splitting measurement
17624|KF176|36.37|94.81|84.0|0.85|285|SKS|12.0|12.0|0.2|0.2|Individual splitting measurement
17625|KF176|36.37|94.81|82.0|1.1|285|SKS|20.0|20.0|0.55|0.55|Individual splitting measurement
17626|KF176|36.37|94.81|77.0|1.05|285|SKS|23.0|23.0|0.5|0.5|Individual splitting measurement
17627|KF176|36.37|94.81|89.0|1.0|285|SKS|15.0|15.0|0.4|0.4|Individual splitting measurement
17628|KF176|36.37|94.81|74.0|0.9|285|SKS|24.0|24.0|0.6|0.6|Individual splitting measurement
17629|KF176|36.37|94.81|65.0|0.95|285|SKS|16.0|16.0|0.3|0.3|Individual splitting measurement
17630|KF176|36.37|94.81|89.0|1.05|285|SKS|41.0|41.0|0.95|0.95|Individual splitting measurement
17631|KF176|36.37|94.81|75.0|0.95|285|SKS|13.0|13.0|0.25|0.25|Individual splitting measurement
17632|KF176|36.37|94.81|68.0|0.65|285|SKS|26.0|26.0|0.35|0.35|Individual splitting measurement
17633|KSN4|35.53|94.24|279.0|2.3|285|SKS|12.0|12.0|1.3|1.3|Individual splitting measurement
17634|KSN4|35.53|94.24|274.0|1.9|285|SKS|13.0|13.0|0.4|0.4|Individual splitting measurement
17635|KSN4|35.53|94.24|272.0|2.2|285|SKS|12.0|12.0|0.55|0.55|Individual splitting measurement
17636|KSN4|35.53|94.24|85.0|1.45|285|SKS|12.0|12.0|0.3|0.3|Individual splitting measurement
17637|KSN4|35.53|94.24|279.0|2.45|285|SKS|7.0|7.0|0.4|0.4|Individual splitting measurement
17638|KSN4|35.53|94.24|90.0|2.25|285|SKS|9.0|9.0|0.65|0.65|Individual splitting measurement
17639|KSO1|36.27|95.27|81.0|0.65|285|SKS|24.0|24.0|0.25|0.25|Individual splitting measurement
17640|KSO1|36.27|95.27|80.0|1.3|285|SKS|8.0|8.0|0.3|0.3|Individual splitting measurement
17641|KSO1|36.27|95.27|90.0|1.05|285|SKS|5.0|5.0|0.3|0.3|Individual splitting measurement
17642|KSO1|36.27|95.27|272.0|0.85|285|SKS|30.0|30.0|0.55|0.55|Individual splitting measurement
17643|KSO1|36.27|95.27|90.0|1.1|285|SKS|16.0|16.0|0.5|0.5|Individual splitting measurement
17644|KSO1|36.27|95.27|261.0|1.0|285|SKS|33.0|33.0|0.8|0.8|Individual splitting measurement
17645|KSO1|36.27|95.27|90.0|0.95|285|SKS|3.0|3.0|0.1|0.1|Individual splitting measurement
17646|KSO1|36.27|95.27|306.0|1.9|285|SKS|12.0|12.0|1.5|1.5|Individual splitting measurement
17647|KSO1|36.27|95.27|90.0|1.0|285|SKS|4.0|4.0|0.1|0.1|Individual splitting measurement
17648|KSO1|36.27|95.27|90.0|1.0|285|SKS|9.0|9.0|0.35|0.35|Individual splitting measurement
17649|KSO1|36.27|95.27|274.0|1.1|285|SKS|5.0|5.0|0.2|0.2|Individual splitting measurement
17650|KSO1|36.27|95.27|277.0|0.9|285|SKS|23.0|23.0|0.45|0.45|Individual splitting measurement
17651|KSO1|36.27|95.27|87.0|0.85|285|SKS|6.0|6.0|0.15|0.15|Individual splitting measurement
17652|KSO1|36.27|95.27|86.0|0.9|285|SKS|11.0|11.0|0.25|0.25|Individual splitting measurement
17653|KSO1|36.27|95.27|83.0|0.85|285|SKS|25.0|25.0|0.5|0.5|Individual splitting measurement
17654|KSO1|36.27|95.27|73.0|0.75|285|SKS|32.0|32.0|0.55|0.55|Individual splitting measurement
17655|KSO1|36.27|95.27|81.0|0.85|285|SKS|12.0|12.0|0.2|0.2|Individual splitting measurement
17656|KSO1|36.27|95.27|89.0|0.95|285|SKS|9.0|9.0|0.3|0.3|Individual splitting measurement
17657|KSO1|36.27|95.27|90.0|0.9|285|SKS|6.0|6.0|0.25|0.25|Individual splitting measurement
17658|KSO1|36.27|95.27|87.0|1.1|285|SKS|30.0|30.0|0.8|0.8|Individual splitting measurement
17659|KSO1|36.27|95.27|89.0|1.0|285|SKS|3.0|3.0|0.1|0.1|Individual splitting measurement
17660|YP.NE21|42.01|116.111|297.0|1.1|286|SKS |3.0|3.0|0.2|0.2|Mean splitting measurements calculated from 7 events
17661|YP.NE23|42.38|118.148|288.0|0.85|286|SKS |22.0|22.0|3.15|3.15|Individual splitting measurement
17662|YP.NE31|42.7|116.082|302.0|1.15|286|SKS |6.0|6.0|0.8|0.8|Mean splitting measurements calculated from 10 events
17663|YP.NE33|42.93|117.886|79.0|0.6|286|SKS |15.0|15.0|0.15|0.15|Mean splitting measurements calculated from 7 events
17664|YP.NE34|42.9|118.772|78.0|0.65|286|SKS |18.0|18.0|0.25|0.25|Mean splitting measurements calculated from 13 events
17665|YP.NE38|42.82|122.41|328.0|1.0|286|SKS |9.0|9.0|0.25|0.25|Mean splitting measurements calculated from 5 events
17666|YP.NE43|43.43|118.803|298.0|0.95|286|SKS |3.0|3.0|0.35|0.35|Mean splitting measurements calculated from 9 events
17667|YP.NE46|43.39|121.495|55.0|1.25|286|SKS |3.0|3.0|0.5|0.5|Mean splitting measurements calculated from 13 events
17668|YP.NE47|43.46|124.318|294.0|0.8|286|SKS |17.0|17.0|0.25|0.25|Mean splitting measurements calculated from 2 events
17669|YP.NE51|44.24|115.956|274.0|0.55|286|SKS |13.0|13.0|0.15|0.15|Mean splitting measurements calculated from 26 events
17670|YP.NE52|44.13|117.053|287.0|0.6|286|SKS |22.0|22.0|0.35|0.35|Mean splitting measurements calculated from 10 events
17671|YP.NE53|44.09|117.917|277.0|0.6|286|SKS |15.0|15.0|0.15|0.15|Mean splitting measurements calculated from 8 events
17672|YP.NE54|44.06|118.984|295.0|1.2|286|SKS |12.0|12.0|0.3|0.3|Mean splitting measurements calculated from 5 events
17673|YP.NE57|44.12|123.259|301.0|0.75|286|SKS |17.0|17.0|0.5|0.5|Mean splitting measurements calculated from 7 events
17674|YP.NE58|44.36|125.34|290.0|1.05|286|SKS |22.0|22.0|0.7|0.7|Mean splitting measurements calculated from 2 events
17675|YP.NE5A|44.06|126.914|332.0|0.9|286|SKS |7.0|7.0|0.25|0.25|Mean splitting measurements calculated from 2 events
17676|YP.NE5C|43.79|128.337|284.0|0.45|286|SKS |22.0|22.0|0.15|0.15|Individual splitting measurement
17677|YP.NE61|44.85|115.992|272.0|0.45|286|SKS |17.0|17.0|0.15|0.15|Mean splitting measurements calculated from 11 events
17678|YP.NE62|44.8|117.063|295.0|1.25|286|SKS |5.0|5.0|0.45|0.45|Mean splitting measurements calculated from 8 events
17679|YP.NE63|44.79|117.814|62.0|0.45|286|SKS |22.0|22.0|0.6|0.6|Mean splitting measurements calculated from 10 events
17680|YP.NE64|44.78|118.763|299.0|0.65|286|SKS |5.0|5.0|0.35|0.35|Mean splitting measurements calculated from 13 events
17681|YP.NE66|45.0|120.704|293.0|0.85|286|SKS |2.0|2.0|0.1|0.1|Mean splitting measurements calculated from 20 events
17682|YP.NE68|44.9|122.845|79.0|0.45|286|SKS |13.0|13.0|0.1|0.1|Mean splitting measurements calculated from 14 events
17683|YP.NE69|44.84|123.727|300.0|0.35|286|SKS |22.0|22.0|3.1|3.1|Mean splitting measurements calculated from 5 events
17684|YP.NE71|45.54|116.164|286.0|0.6|286|SKS |4.0|4.0|0.2|0.2|Mean splitting measurements calculated from 23 events
17685|YP.NE72|45.44|116.976|322.0|0.6|286|SKS |11.0|11.0|0.65|0.65|Mean splitting measurements calculated from 12 events
17686|YP.NE73|45.44|118.028|315.0|0.55|286|SKS |6.0|6.0|0.1|0.1|Mean splitting measurements calculated from 22 events
17687|YP.NE76|45.54|120.576|298.0|0.7|286|SKS |5.0|5.0|0.3|0.3|Mean splitting measurements calculated from 16 events
17688|YP.NE77|45.43|121.495|288.0|0.6|286|SKS |9.0|9.0|0.15|0.15|Mean splitting measurements calculated from 9 events
17689|YP.NE78|45.51|123.223|74.0|0.8|286|SKS |15.0|15.0|0.15|0.15|Mean splitting measurements calculated from 12 events
17690|YP.NE7E|45.11|129.736|307.0|1.15|286|SKS |6.0|6.0|0.4|0.4|Mean splitting measurements calculated from 3 events
17691|YP.NE81|46.07|116.635|5.0|0.7|286|SKS |22.0|22.0|0.15|0.15|Mean splitting measurements calculated from 17 events
17692|YP.NE82|46.17|117.915|297.0|0.7|286|SKS |4.0|4.0|0.2|0.2|Mean splitting measurements calculated from 21 events
17693|YP.NE83|46.21|118.801|316.0|1.0|286|SKS |5.0|5.0|0.3|0.3|Mean splitting measurements calculated from 11 events
17694|YP.NE84|46.25|119.682|297.0|1.05|286|SKS |6.0|6.0|0.3|0.3|Mean splitting measurements calculated from 10 events
17695|YP.NE85|46.18|120.636|282.0|0.6|286|SKS |22.0|22.0|0.2|0.2|Mean splitting measurements calculated from 18 events
17696|YP.NE87|46.35|122.508|318.0|1.0|286|SKS |8.0|8.0|0.45|0.45|Mean splitting measurements calculated from 12 events
17697|YP.NE88|46.17|123.289|313.0|1.05|286|SKS |5.0|5.0|0.55|0.55|Mean splitting measurements calculated from 5 events
17698|YP.NE89|46.15|124.207|333.0|0.9|286|SKS |22.0|22.0|0.3|0.3|Mean splitting measurements calculated from 17 events
17699|YP.NE8A|46.19|125.09|321.0|1.4|286|SKS |4.0|4.0|0.5|0.5|Mean splitting measurements calculated from 4 events
17700|YP.NE8C|46.19|126.915|296.0|1.1|286|SKS |10.0|10.0|0.3|0.3|Mean splitting measurements calculated from 4 events
17701|YP.NE8I|45.99|133.656|318.0|1.25|286|SKS |6.0|6.0|0.3|0.3|Individual splitting measurement
17702|YP.NE93|46.93|122.43|359.0|0.6|286|SKS |22.0|22.0|0.15|0.15|Mean splitting measurements calculated from 14 events
17703|YP.NE94|46.9|123.344|319.0|1.15|286|SKS |5.0|5.0|0.35|0.35|Mean splitting measurements calculated from 16 events
17704|YP.NE95|46.89|124.206|338.0|0.75|286|SKS |1.0|1.0|0.05|0.05|Mean splitting measurements calculated from 7 events
17705|YP.NE96|46.88|125.052|324.0|0.4|286|SKS |22.0|22.0|0.25|0.25|Mean splitting measurements calculated from 7 events
17706|YP.NE98|47.31|126.63|313.0|0.85|286|SKS |5.0|5.0|0.4|0.4|Mean splitting measurements calculated from 4 events
17707|YP.NE99|47.06|128.056|310.0|0.9|286|SKS |22.0|22.0|0.75|0.75|Mean splitting measurements calculated from 10 events
17708|YP.NE9B|46.95|129.795|332.0|0.9|286|SKS |10.0|10.0|0.25|0.25|Mean splitting measurements calculated from 4 events
17709|YP.NEA1|47.61|119.301|317.0|0.9|286|SKS |5.0|5.0|0.25|0.25|Mean splitting measurements calculated from 13 events
17710|YP.NEA2|47.49|120.287|340.0|0.8|286|SKS |5.0|5.0|0.1|0.1|Mean splitting measurements calculated from 13 events
17711|YP.NEA3|47.56|121.292|321.0|0.85|286|SKS |5.0|5.0|0.25|0.25|Mean splitting measurements calculated from 17 events
17712|YP.NEA4|47.67|121.942|342.0|0.7|286|SKS |18.0|18.0|0.2|0.2|Mean splitting measurements calculated from 7 events
17713|YP.NEA5|47.65|124.037|346.0|0.85|286|SKS |22.0|22.0|0.85|0.85|Mean splitting measurements calculated from 6 events
17714|YP.NEA6|47.61|124.995|325.0|0.95|286|SKS |4.0|4.0|0.15|0.15|Individual splitting measurement
17715|YP.NEAA|47.6|129.806|328.0|1.05|286|SKS |22.0|22.0|0.55|0.55|Mean splitting measurements calculated from 8 events
17716|YP.NEAB|47.6|131.668|347.0|1.2|286|SKS |16.0|16.0|0.3|0.3|Mean splitting measurements calculated from 3 events
17717|YP.NEAC|47.67|132.599|339.0|1.75|286|SKS |12.0|12.0|0.6|0.6|Mean splitting measurements calculated from 7 events
17718|YP.NEP3|44.58|124.978|299.0|0.6|286|SKS |22.0|22.0|0.3|0.3|Mean splitting measurements calculated from 5 events
17719|YP.NEP4|45.26|123.583|297.0|0.8|286|SKS |11.0|11.0|0.3|0.3|Mean splitting measurements calculated from 4 events
17720|YP.NEP5|45.73|122.62|50.0|1.0|286|SKS |5.0|5.0|0.25|0.25|Mean splitting measurements calculated from 2 events
17721|YP.NE11|42.86|124.05||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17722|YP.NE12|42.46|125.218||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17723|YP.NE22|42.0|117.049||0.0|286|SKS |||||NULL splitting measurements calculated from 8 events
17724|YP.NE32|42.67|117.07||0.0|286|SKS |||||NULL splitting measurements calculated from 10 events
17725|YP.NE35|42.89|119.693||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17726|YP.NE36|42.53|120.584||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17727|YP.NE37|42.68|121.547||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17728|YP.NE39|42.98|123.287||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17729|YP.NE3A|43.08|126.654||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17730|YP.NE3B|42.77|127.816||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17731|YP.NE3C|42.74|128.739||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17732|YP.NE41|43.31|116.123||0.0|286|SKS |||||NULL splitting measurements calculated from 8 events
17733|YP.NE42|43.4|116.958||0.0|286|SKS |||||NULL splitting measurements calculated from 6 events
17734|YP.NE44|43.37|119.677||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17735|YP.NE45|43.37|120.603||0.0|286|SKS |||||NULL splitting measurements calculated from 7 events
17736|YP.NE48|43.59|127.615||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17737|YP.NE49|43.39|128.753||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17738|YP.NE4A|43.39|129.674||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17739|YP.NE4B|43.34|130.548||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17740|YP.NE55|44.19|121.568||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17741|YP.NE56|44.11|122.35||0.0|286|SKS |||||NULL splitting measurements calculated from 14 events
17742|YP.NE59|44.1|125.961||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17743|YP.NE5B|44.34|127.911||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17744|YP.NE5D|44.11|129.601||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17745|YP.NE5E|44.06|130.557||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17746|YP.NE65|44.77|119.708||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17747|YP.NE67|44.88|121.739||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17748|YP.NE6A|44.81|124.54||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17749|YP.NE6B|44.8|125.97||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17750|YP.NE6C|44.91|127.598||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17751|YP.NE6D|44.82|128.711||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17752|YP.NE6E|44.85|130.543||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17753|YP.NE6F|45.3|131.201||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17754|YP.NE74|45.51|118.806||0.0|286|SKS |||||NULL splitting measurements calculated from 18 events
17755|YP.NE75|44.31|119.954||0.0|286|SKS |||||NULL splitting measurements calculated from 7 events
17756|YP.NE79|45.49|124.143||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17757|YP.NE7A|45.49|125.97||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17758|YP.NE7B|45.49|126.877||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17759|YP.NE7C|45.53|127.819||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17760|YP.NE7D|45.34|128.743||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17761|YP.NE7F|45.46|130.535||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17762|YP.NE7G|45.92|132.497||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17763|YP.NE7H|45.83|129.69||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17764|YP.NE86|46.17|121.46||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17765|YP.NE8B|46.21|126.056||0.0|286|SKS |||||NULL splitting measurements calculated from 5 events
17766|YP.NE8D|46.12|127.879||0.0|286|SKS |||||NULL splitting measurements calculated from 9 events
17767|YP.NE8E|46.46|128.56||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17768|YP.NE8F|46.22|130.532||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17769|YP.NE8G|46.11|131.427||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17770|YP.NE91|46.93|120.732||0.0|286|SKS |||||NULL splitting measurements calculated from 8 events
17771|YP.NE92|46.79|121.514||0.0|286|SKS |||||NULL splitting measurements calculated from 14 events
17772|YP.NE97|46.9|125.959||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17773|YP.NE9A|47.23|128.812||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17774|YP.NE9C|47.05|131.036||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17775|YP.NE9D|46.78|131.921||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17776|YP.NE9E|47.02|133.287||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17777|YP.NEA7|47.57|125.834||0.0|286|SKS |||||NULL splitting measurements calculated from 3 events
17778|YP.NEA8|47.7|127.193||0.0|286|SKS |||||NULL measurement calculated from 1 event
17779|YP.NEA9|47.67|127.988||0.0|286|SKS |||||NULL splitting measurements calculated from 14 events
17780|YP.NEAE|47.3|132.526||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17781|YP.NEP1|43.12|128.94||0.0|286|SKS |||||NULL splitting measurements calculated from 4 events
17782|YP.NEP2|43.72|127.081||0.0|286|SKS |||||NULL splitting measurements calculated from 6 events
17783|YP.NEP6|46.59|121.121||0.0|286|SKS |||||NULL splitting measurements calculated from 10 events
17784|YP.NEP7|48.17|118.15||0.0|286|SKS |||||NULL splitting measurements calculated from 2 events
17785|A01|33.94|-75.73|39.3|1.0|287|SKS|16.3|20.1|0.2|0.2|Individual splitting measurement, good quality
17786|A01|33.94|-75.73|32.8|1.2|287|SKS|20.8|11.6|0.5|0.4|Individual splitting measurement, fair quality
17787|A01|33.94|-75.73|3.1|1.5|287|SKS|18.1|20.3|0.6|0.5|Individual splitting measurement, fair quality
17788|A03B|34.69|-75.21|29.0|0.9|287|SKKS|20.6|17.9|0.4|0.2|Individual splitting measurement, good quality
17789|A03B|34.69|-75.21|23.0|1.3|287|SKS|22.5|15.9|0.5|0.4|Individual splitting measurement, fair quality
17790|A03B|34.69|-75.21|26.4|0.9|287|SKKS|29.2|19.3|0.6|0.3|Individual splitting measurement, fair quality
17791|A06B|35.8|-74.65|25.8|1.1|287|SKKS|27.8|22.8|0.8|0.4|Individual splitting measurement, fair quality
17792|A06B|35.8|-74.65|17.9|0.9|287|SKKS|25.6|20.9|0.5|0.3|Individual splitting measurement, fair quality
17793|A06B|35.8|-74.65|30.8|1.7|287|SKKS|20.8|17.7|0.7|0.5|Individual splitting measurement, fair quality
17794|B02B|34.13|-75.02|41.8|1.0|287|SKS|13.8|16.5|0.2|0.2|Individual splitting measurement, good quality
17795|B02B|34.13|-75.02|39.4|1.6|287|SKS|12.2|14.1|0.3|0.4|Individual splitting measurement, good quality
17796|B02B|34.13|-75.02|65.3|1.4|287|SKKS|16.6|27.9|0.8|0.5|Individual splitting measurement, fair quality
17797|B02B|34.13|-75.02|22.8|0.9|287|SKKS|23.8|21.8|0.8|0.3|Individual splitting measurement, fair quality
17798|B02B|34.13|-75.02|15.9|1.0|287|SKKS|29.2|27.0|1.1|0.5|Individual splitting measurement, fair quality
17799|B05B|35.18|-74.35|38.8|1.2|287|SKS|18.8|17.6|0.4|0.3|Individual splitting measurement, good quality
17800|B05B|35.18|-74.35|41.6|1.0|287|SKKS|16.0|26.4|0.5|0.3|Individual splitting measurement, fair quality
17801|B05B|35.18|-74.35|22.7|1.3|287|SKKS|26.3|23.9|1.0|0.5|Individual splitting measurement, fair quality
17802|B05B|35.18|-74.35|38.8|1.5|287|SKKS|22.9|17.6|0.7|0.4|Individual splitting measurement, fair quality
17803|B06|35.62|-74.37|40.9|1.8|287|SKS|10.7|11.6|0.3|0.4|Individual splitting measurement, fair quality
17804|C01|33.67|-75.12|23.6|1.4|287|SKKS|13.8|14.5|0.3|0.2|Individual splitting measurement, good quality
17805|C01|33.67|-75.12|41.6|1.0|287|SKS|18.1|24.4|0.4|0.2|Individual splitting measurement, good quality
17806|C01|33.67|-75.12|41.4|1.0|287|SKS|22.3|25.9|0.7|0.4|Individual splitting measurement, fair quality
17807|C04|34.88|-74.65|25.3|0.8|287|SKKS|20.2|16.2|0.4|0.1|Individual splitting measurement, fair quality
17808|C04|34.88|-74.65|50.5|1.5|287|SKKS|19.3|21.2|0.5|0.5|Individual splitting measurement, fair quality
17809|C06|35.51|-74.07|28.9|1.0|287|SKKS|26.7|29.9|0.6|0.4|Individual splitting measurement, fair quality
17810|CHPH|35.26|-75.55|15.8|1.1|287|SKS|9.5|6.7|0.3|0.2|Individual splitting measurement, fair quality
17811|CHPH|35.26|-75.55|23.4|0.8|287|SKS|22.1|14.3|0.3|0.2|Individual splitting measurement, good quality
17812|CHPH|35.26|-75.55|19.7|1.2|287|SKS|7.6|6.6|0.2|0.2|Individual splitting measurement, fair quality
17813|D02B|33.99|-74.71|51.4|0.8|287|SKKS|26.5|24.1|0.6|0.2|Individual splitting measurement, fair quality
17814|D02B|33.99|-74.71|20.0|0.9|287|SKS|23.5|23.0|0.5|0.2|Individual splitting measurement, fair quality
17815|D03|34.36|-74.49|44.6|1.6|287|SKKS|11.0|13.3|0.4|0.3|Individual splitting measurement, fair quality
17816|D03|34.36|-74.49|30.2|2.8|287|SKKS|9.2|11.0|0.7|0.7|Individual splitting measurement, fair quality
17817|D03|34.36|-74.49|31.7|2.2|287|SKS|7.7|10.5|0.4|0.5|Individual splitting measurement, fair quality
17818|D04|34.69|-74.26|26.3|1.1|287|SKS|19.2|11.1|0.4|0.2|Individual splitting measurement, good quality
17819|D04|34.69|-74.26|44.9|1.7|287|SKS|14.8|17.6|0.5|0.5|Individual splitting measurement, fair quality
17820|D04|34.69|-74.26|27.4|1.1|287|SKKS|24.2|22.3|0.6|0.4|Individual splitting measurement, fair quality
17821|D06|35.39|-73.77|34.0|0.9|287|SKKS|11.5|14.8|0.2|0.1|Individual splitting measurement, good quality
17822|ECHS|34.78|-76.63|48.3|0.9|287|SKKS|23.5|35.2|0.8|0.3|Individual splitting measurement, fair quality
17823|ECHS|34.78|-76.63|35.1|1.0|287|SKS|20.5|17.9|0.3|0.2|Individual splitting measurement, fair quality
17824|ECHS|34.78|-76.63|29.7|0.8|287|SKS|25.9|22.6|0.6|0.2|Individual splitting measurement, fair quality
17825|ECHS|34.78|-76.63|20.7|1.2|287|SKS|20.8|11.6|0.4|0.4|Individual splitting measurement, fair quality
17826|ECHS|34.78|-76.63|29.0|1.0|287|SKS|14.5|13.8|0.3|0.1|Individual splitting measurement, good quality
17827|ECHS|34.78|-76.63|50.9|0.8|287|SKKS|29.0|15.5|0.6|0.2|Individual splitting measurement, fair quality
17828|FFMS|36.0|-75.67|18.5|0.8|287|SKS|29.7|21.5|0.5|0.3|Individual splitting measurement, fair quality
